10.19.119.86 - - [25/Nov/2025:05:18:37 +0000] "GET /identity/v3/ HTTP/1.1" 200 503 "-" "curl/7.81.0"
10.19.119.86 - - [25/Nov/2025:05:19:34 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:34 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "PUT /identity/v3/projects/24f4b16d1f2c402896c32a9a852b1d44/users/20b51bb5fa4a49ed8eaa62336e1f07a5/roles/7a22cef257c744b7a9d948ebdc154d02 HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:35 +0000] "POST /identity/v3/users HTTP/1.1" 201 500 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity/v3/users/glance?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:36 +0000] "GET /identity/v3/users?domain_id=default&name=glance HTTP/1.1" 200 622 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity/v3/role_assignments?role.id=7a22cef257c744b7a9d948ebdc154d02&scope.project.id=24f4b16d1f2c402896c32a9a852b1d44&user.id=59a93f8f78f243b7afd3ca54d3fd00fb HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:37 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/users/cinder?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/users?domain_id=default&name=cinder HTTP/1.1" 200 622 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:38 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity/v3/role_assignments?role.id=7a22cef257c744b7a9d948ebdc154d02&scope.project.id=24f4b16d1f2c402896c32a9a852b1d44&user.id=9f7bb6d60e994c72a771bdcb1083c97c HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:39 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:40 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:40 +0000] "GET /identity/v3/users/nova?domain_id=default HTTP/1.1" 404 334 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:40 +0000] "GET /identity/v3/users?domain_id=default&name=nova HTTP/1.1" 200 618 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:40 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:40 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:40 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "PUT /identity/v3/projects/24f4b16d1f2c402896c32a9a852b1d44/users/3adc100dc8114c448a96bb62e789ba2f/roles/f6c43a3a248a4fe9a4c4357ca49511db HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:41 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/users/neutron?domain_id=default HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/users?domain_id=default&name=neutron HTTP/1.1" 200 624 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:42 +0000] "GET /identity/v3/role_assignments?role.id=7a22cef257c744b7a9d948ebdc154d02&scope.project.id=24f4b16d1f2c402896c32a9a852b1d44&user.id=20b51bb5fa4a49ed8eaa62336e1f07a5 HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity/v3/users/swift?domain_id=default HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:43 +0000] "GET /identity/v3/users?domain_id=default&name=swift HTTP/1.1" 200 620 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "PUT /identity/v3/projects/24f4b16d1f2c402896c32a9a852b1d44/users/c26122d1b2d44a278d34ee9a87ab8493/roles/7a22cef257c744b7a9d948ebdc154d02 HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:44 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/users/glance?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/users?domain_id=default&name=glance HTTP/1.1" 200 622 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:45 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "PUT /identity/v3/projects/24f4b16d1f2c402896c32a9a852b1d44/users/59a93f8f78f243b7afd3ca54d3fd00fb/roles/f6c43a3a248a4fe9a4c4357ca49511db HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "GET /identity/v3/services/block-storage HTTP/1.1" 404 346 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "GET /identity/v3/services?name=block-storage HTTP/1.1" 200 378 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:46 +0000] "GET /identity/v3/services?type=block-storage HTTP/1.1" 200 378 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity/v3/users/nova?domain_id=default HTTP/1.1" 404 334 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:47 +0000] "GET /identity/v3/users?domain_id=default&name=nova HTTP/1.1" 200 618 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 679 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity/v3/role_assignments?role.id=f6c43a3a248a4fe9a4c4357ca49511db&scope.project.id=24f4b16d1f2c402896c32a9a852b1d44&user.id=3adc100dc8114c448a96bb62e789ba2f HTTP/1.1" 200 858 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:48 +0000] "GET /identity/v3/services/network HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "GET /identity/v3/services?name=network HTTP/1.1" 200 372 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "GET /identity/v3/services?type=network HTTP/1.1" 200 372 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 593 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:49 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:50 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 558 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.86 - - [25/Nov/2025:05:19:50 +0000] "GET /identity/v3/users/swift?domain_id=default HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
