10.19.119.179 - - [20/Nov/2025:06:05:24 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/7.81.0"
10.19.119.179 - - [20/Nov/2025:06:06:09 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:09 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:09 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 591 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:09 +0000] "GET /identity/v3/projects/c226df76de0c4c58b7aa443ef7591c2f HTTP/1.1" 200 593 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:09 +0000] "GET /identity/v3/groups/92d8fb882bee400cbc2d2d4eac1f17cc HTTP/1.1" 200 478 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:10 +0000] "GET /identity/v3/role_assignments?group.id=92d8fb882bee400cbc2d2d4eac1f17cc&role.id=50c16f06c2d84c5ab5392306511312de&scope.project.id=c226df76de0c4c58b7aa443ef7591c2f HTTP/1.1" 200 863 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:10 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:10 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:10 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "POST /identity/v3/users HTTP/1.1" 201 500 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "POST /identity/v3/users HTTP/1.1" 201 502 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:11 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "POST /identity/v3/users HTTP/1.1" 201 502 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:12 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/users/nova?domain_id=default HTTP/1.1" 404 334 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/users?domain_id=default&name=nova HTTP/1.1" 200 620 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:13 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "PUT /identity/v3/projects/4b74f37720f041f6a7cf6dd2f9cc5257/users/85e458efff744ff89cc037856e543cff/roles/fcdc98f2d1ae4e6cbf7576ff5f7c0d8a HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "POST /identity/v3/users HTTP/1.1" 201 503 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:14 +0000] "POST /identity/v3/roles HTTP/1.1" 409 396 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity/v3/roles/anotherrole HTTP/1.1" 404 341 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity/v3/roles?name=anotherrole HTTP/1.1" 200 586 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:15 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "GET /identity/v3/users/glance?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "GET /identity/v3/users?domain_id=default&name=glance HTTP/1.1" 200 624 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:16 +0000] "PUT /identity/v3/projects/4b74f37720f041f6a7cf6dd2f9cc5257/users/a84d72bcd9c844619993bbec2e83ebde/roles/fcdc98f2d1ae4e6cbf7576ff5f7c0d8a HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:17 +0000] "GET /identity/v3/users/cinder?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:18 +0000] "GET /identity/v3/users?domain_id=default&name=cinder HTTP/1.1" 200 624 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:18 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:18 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:18 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:18 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:18 +0000] "PUT /identity/v3/projects/4b74f37720f041f6a7cf6dd2f9cc5257/users/0952a32987244e00a4b66e2abdc393d0/roles/fcdc98f2d1ae4e6cbf7576ff5f7c0d8a HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/users/nova?domain_id=default HTTP/1.1" 404 334 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/users?domain_id=default&name=nova HTTP/1.1" 200 620 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:19 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity/v3/role_assignments?role.id=fcdc98f2d1ae4e6cbf7576ff5f7c0d8a&scope.project.id=4b74f37720f041f6a7cf6dd2f9cc5257&user.id=85e458efff744ff89cc037856e543cff HTTP/1.1" 200 860 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:20 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:21 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:21 +0000] "GET /identity/v3/users/neutron?domain_id=default HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:21 +0000] "GET /identity/v3/users?domain_id=default&name=neutron HTTP/1.1" 200 626 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:21 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:21 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:21 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "PUT /identity/v3/projects/4b74f37720f041f6a7cf6dd2f9cc5257/users/075b6e704a084034b429d04624c308e0/roles/fcdc98f2d1ae4e6cbf7576ff5f7c0d8a HTTP/1.1" 204 201 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:22 +0000] "POST /identity/v3/users HTTP/1.1" 201 501 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 595 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/users/glance?domain_id=default HTTP/1.1" 404 336 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/users?domain_id=default&name=glance HTTP/1.1" 200 624 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:23 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "GET /identity/v3/projects/service?domain_id=default HTTP/1.1" 404 340 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "GET /identity/v3/projects?domain_id=default&name=service HTTP/1.1" 200 681 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "GET /identity/v3/role_assignments?role.id=fcdc98f2d1ae4e6cbf7576ff5f7c0d8a&scope.project.id=4b74f37720f041f6a7cf6dd2f9cc5257&user.id=a84d72bcd9c844619993bbec2e83ebde HTTP/1.1" 200 860 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1297 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
10.19.119.179 - - [20/Nov/2025:06:06:24 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.8.0 keystoneauth1/5.12.0 python-requests/2.32.5 CPython/3.10.12"
